,1,2,3,4,5,6,7,8,9,10
Dichlorphenolindophenol,Sunday,List_of_Portuguese_football_teams,North,South,Governor_General,Sideboard,Denarius,List_of_mathematicians,NEWI_Cefn_Druids_F.C.,London_Borough_of_Islington
Healthy_diet,Suffix,Protease,Calorimeter,Imagination,Christmas_stocking,Sunday,Palette_knife,Palette,Pantograph,Hawaiian_Islands
Dye,Halley\'s_Comet,Flavor,Spice,Suffix,Week,Saskatoon,Swamp_cooler,Hill,Evidence,Chemical_cell
Poetry,Calorimeter,Dye,Sunday,Palette_knife,Hawaiian_Islands,List_of_Portuguese_football_teams,Uncle,Freeware,Governor_General,Houseplant
Literature,Calorimeter,Dye,Palette_knife,Houseplant,Hour,List_of_mathematicians,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton
Imagination,Spice,Suffix,Week,Area,Pin_cushion,Plaque,Amylase,Dental_pulp,Bile,Calorimeter
Calorimeter,Halley\'s_Comet,Bank,Flavor,Spice,Japanese_language,Suffix,Week,Thermometer,Saskatoon,Swamp_cooler
Bolus,Camden,Accrington_Stanley_F.C.,Value,First_language,Multiverse,Week,Glass_rod,Swamp_cooler,Air_space,Hill
Oesophagus,Suffix,Calorimeter,Dye,Palette_knife,Hawaiian_Islands,List_of_Portuguese_football_teams,Houseplant,Hour,List_of_mathematicians,Renegades
Dental_floss,Calorimeter,Bankside,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Gas_syringe,Australasia_(team),List_of_fruits,Aquaculture,Experience_economy,Server_log
Rickets,North_Rhine-Westphalia,Dental_pulp,Protease,Spade,Sunday,Palette_knife,List_of_Portuguese_football_teams,Uncle,Sideboard,Houseplant
Bile,Denarius,Long_jump,Width,Nauru,Protease,Calorimeter,Imagination,Christmas_stocking,Safety_lamp,Palette_knife
Dental_pulp,Halley\'s_Comet,Flavor,Spice,Suffix,Rickets,Bolus,Imagination,Dye,Oral_history,Spade
Protoplasm,Flavor,Suffix,Protease,Calorimeter,Christmas_stocking,Sunday,Palette_knife,Paperback,Hawaiian_Islands,List_of_Portuguese_football_teams
Amylase,Paperback,Frying,Suffix,Calorimeter,Imagination,Dye,Homophone,Oral_history,Sunday,Palette_knife
Variegated_leaf,Protease,Palette_knife,Hawaiian_Islands,Mancala,List_of_mathematicians,Renegades,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,List_of_French_football_teams,Bed
Seam_ripper,Protease,Calorimeter,Dye,List_of_Portuguese_football_teams,Uncle,Houseplant,Hour,List_of_mathematicians,Aberystwyth_Town_F.C.,Camden
Plaque,Scottish_Football_League,National_anthem,If,Goatee,Suffix,Calorimeter,Imagination,Dye,Oral_history,Christmas_stocking
Pin_cushion,Pantograph,Gas_syringe,Fine,Suffix,Protease,Calorimeter,Imagination,Dye,Palette_knife,Hawaiian_Islands
Chemical_cell,Dye,Aberystwyth_Town_F.C.,Renegades,Camden,Bankside,London_Borough_of_Lambeth,Accrington_Stanley_F.C.,Charlton_Athletic_F.C.,List_of_French_football_teams,Alexander_Gode
Das_Lied_der_Deutschen,Bed,Protease,Calorimeter,London_Borough_of_Islington,Gas_syringe,List_of_common_elements,Numeral,Server_log,Bolton_Wanderers_F.C.,December
Evidence,Suffix,Calorimeter,Dye,Palette_knife,Hawaiian_Islands,List_of_Portuguese_football_teams,North,South,Governor_General,Sideboard
Hill,Flavor,Suffix,Bolus,Calorimeter,Dye,Christmas_stocking,Sunday,Palette_knife,Palette,Hawaiian_Islands
Enzyme,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Camden,NEWI_Cefn_Druids_F.C.,Arabian_Peninsula,Houseplant
Mountain,Middlesbrough_F.C.,Charlton_Athletic_F.C.,List_of_mathematicians,Server_log,List_of_fruits,Jack_knife,Dissolution_of_the_monasteries,London_Borough_of_Greenwich,Container,West_Bromwich_Albion_F.C.
Machine_code,Renegades,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Houseplant,Asteroid,Sunderland_A.F.C.,Perimeter,Accrington_Stanley_F.C.,Spice,Depth
Area,Protease,Imagination,Palette_knife,Uncle,Houseplant,List_of_mathematicians,Aberystwyth_Town_F.C.,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Islington
Air_space,Flavor,Suffix,Bolus,Calorimeter,Sunday,Palette_knife,Palette,Hawaiian_Islands,Waxed_paper,Houseplant
Swamp_cooler,Bolus,Calorimeter,Dye,Christmas_stocking,Sunday,Palette_knife,Mauna_Loa,Governor_General,Sideboard,Houseplant
Saskatoon,Sideboard,Calorimeter,Dye,Christmas_stocking,Sunday,Palette_knife,Paperback,Hawaiian_Islands,List_of_Portuguese_football_teams,Uncle
Glass_rod,A.F.C._Wimbledon,List_of_Spanish_football_teams,1940s,Flame_(disambiguation),Civics,Bolus,Shovel,Christmas_stocking,Palette,Hawaiian_Islands
Thermometer,Protease,Calorimeter,Tributary,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton
Week,Palette_knife,Palette,Nim,Professor,Bolus,Calorimeter,Imagination,Dye,Christmas_stocking,Hawaiian_Islands
Suffix,Spice,Air_space,Hill,Evidence,Pin_cushion,Plaque,Amylase,Protoplasm,Dental_pulp,Protease
Japanese_language,Protease,Calorimeter,List_of_mathematicians,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Merton,London_Borough_of_Lambeth,Alexander_Gode,Bed
Spice,Pantograph,North_Rhine-Westphalia,Suffix,Dental_pulp,Protease,Calorimeter,Imagination,Dye,Christmas_stocking,Palette_knife
Flavor,Recreation,Air_space,Hill,Protoplasm,Dental_pulp,Protease,Calorimeter,Dye,Christmas_stocking,Sunday
Bank,Protease,Calorimeter,Renegades,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,List_of_French_football_teams,Alexander_Gode,Bed,Container,List_of_common_elements
Halley\'s_Comet,Christmas_stocking,Dental_pulp,Protease,Calorimeter,Dye,Generation,Palette_knife,Sideboard,Houseplant,Minute
April,Dye,Palette_knife,List_of_Portuguese_football_teams,Sideboard,List_of_mathematicians,Aberystwyth_Town_F.C.,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth
Fishing_net,Halley\'s_Comet,Spice,Saskatoon,Area,Evidence,Chemical_cell,Pin_cushion,Plaque,Dental_pulp,Bile
List_of_French_football_teams,Chemical_cell,Possess,Preposition,Need,Albania,Female,Gardening,States_of_Germany,Spamming,Kaho\'olawe
Protease,Halley\'s_Comet,Bank,Flavor,Spice,Japanese_language,Suffix,Thermometer,Area,Das_Lied_der_Deutschen,Pin_cushion
